type,by,post_id,post_link,post_message,細分類,分類,大分,英文小標,picture,full_picture,link,link_domain,post_published,post_published_unix,post_published_sql,likes_count_fb,comments_count_fb,reactions_count_fb,shares_count_fb,engagement_fb,comments_retrieved,comments_base,comments_replies,comment_likes_count,rea_NONE,rea_LIKE,rea_LOVE,rea_WOW,rea_HAHA,rea_SAD,rea_ANGRY,rea_THANKFUL,post_publ,year,月,日,1正評,negative,3中立,2+3,是否有負評
video,post_page_157215971120682,157215971120682_802426376599635,https://www.facebook.com/157215971120682/posts/802426376599635,??世大運網球測試賽 一起體驗網球魅力??  2017台塑盃國際網球錦標賽暨世大運網球測試賽今天進入金牌戰?????? 最後由美國選手Daniel NGUYEN拿下冠軍?????? 臺北網球中心是世大運網球比賽的場館，接下來到6/25仍持續有賽事進行  ??更多世大運網球測試賽 https://goo.gl/jy2YTS ??????歡迎大家一起進場體驗 一起為選手加油??????  ?? 2017臺北世大運網球賽程 https://goo.gl/o1vSxL ??? 8月19日到30日需要您進場加油！http://tickets.2017.taipei,網球,運動,H,Tennis,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19305455_802433079932298_1238944378081247232_n.jpg?oh=c08b3c013ed04155989416096f3661b4&oe=59F8F040,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19305455_802433079932298_1238944378081247232_n.jpg?oh=5fcb689715d6540b1bae313165c7b440&oe=59F43DFA,https://www.facebook.com/taipei2017/videos/802426376599635/,facebook.com,2017-06-18T14:38:53+0000,1497796733,2017/6/18 16:38,458,8,466,19,493,3,2,1,8,0,458,5,2,0,1,0,0,2017/6/18,2017,6,18,1,0,0,0,0
video,post_page_157215971120682,157215971120682_800535943455345,https://www.facebook.com/157215971120682/posts/800535943455345,??世大運有問必答-體操選手不掉槓的秘密??  ??旋轉 跳躍 我不停歇?? ??你有想過為什麼體操選手在高低槓翻來翻去 ??旋轉720度手都仍然牢牢抓在槓上呢? ??因為他們使用了這個秘密武器 ??讓臺師大競技體操選手麥劉湘涵告訴你??  2017臺北世大運競技體操每日賽程 ??https://goo.gl/HufbY7 快點進場幫選手們加油吧 ??https://goo.gl/bOLVn2  #世大運有問必答,競技體操,運動,H, Artistic Gymnastics,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19206034_800537053455234_8149128504840028160_n.jpg?oh=a5c471cf6d2530dbf0d7fc16fcd93143&oe=5A0220C5,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19206034_800537053455234_8149128504840028160_n.jpg?oh=543c4a493f75e23498e44dd2875e790e&oe=5A2EDC7F,https://www.facebook.com/taipei2017/videos/800535943455345/,facebook.com,2017-06-16T05:27:56+0000,1497590876,2017/6/16 07:27,955,19,990,43,1052,18,11,7,4,0,955,28,2,4,0,0,0,2017/6/16,2017,6,16,1,0,0,0,0
video,post_page_157215971120682,157215971120682_800481466794126,https://www.facebook.com/157215971120682/posts/800481466794126,?韻律體操團隊  集結眾家好手拚奪牌??  韻律體操力與美  超吸睛不容錯過 眾家好手默契佳   全力備戰拚奪牌   ??韻律體操有個人及團隊項目 個人為環、球、棒與帶 而團隊則須包含５環、３球及２繩  這次韻律體操個人賽，有詹庭甄及宋語涵 而韻律體操團隊中， 包括曾旅日的古妮臻、龔芸、楊千玫、王心伶、徐紫綺及陳沛安???? 到時候記得進場欣賞最美賽事!!!  2017臺北世大運韻律體操每日賽程??https://goo.gl/f2fzeQ 快點進場為選手加油喔 ?? https://goo.gl/gxbMEb  國立臺灣師範大學 National Taiwan Normal University 國立體育大學 東山高中,韻律體操,運動,H,Rhythmic Gymnastics,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19213534_800482953460644_787522471795359744_n.jpg?oh=5d42db642622f5ebb5af9b9c77cac74b&oe=5A2DB9A5,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19213534_800482953460644_787522471795359744_n.jpg?oh=773eb5bcb817349b71a90c553c4a0b27&oe=59F3B7E0,https://www.facebook.com/taipei2017/videos/800481466794126/,facebook.com,2017-06-15T07:26:58+0000,1497511618,2017/6/15 09:26,1648,40,1727,103,1870,40,26,14,19,0,1644,68,8,1,0,0,0,2017/6/15,2017,6,15,2,0,0,0,0
video,post_page_157215971120682,157215971120682_797788493730090,https://www.facebook.com/157215971120682/posts/797788493730090,??2017臺北世大運網球測試賽?? 來跟著熊讚一起了解網球!!  明天 6月11日至25日於新設的臺北市網球中心開打囉!! 快點一起先來感受賽會熱鬧氣氛吧!!  有關世大運測試賽：https://goo.gl/FBgPg9 臺北市網球中心：https://goo.gl/yZ4nU0  ※貼心小提醒：此場測試賽比照正式賽會有維安檢查喔！請大家進場前多多注意及配合，謝謝大家！ 詳情請參考安檢流程：https://goo.gl/xysBLB,網球,運動,H,Tennis,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19114179_797707293738210_3027952493435813888_n.jpg?oh=70bd357fb0f6a6ac9c829ea3b4c3150f&oe=5A376BA7,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19114179_797707293738210_3027952493435813888_n.jpg?oh=2490ea0879d1552dc764e5923cd03f1c&oe=59FB8F1D,https://www.facebook.com/taipei2017/videos/797788493730090/,facebook.com,2017-06-10T10:44:08+0000,1497091448,2017/6/10 12:44,787,32,811,90,933,31,18,13,18,0,786,14,3,5,0,0,0,2017/6/10,2017,6,10,766,0,1,1,0
video,post_page_157215971120682,157215971120682_791499431025663,https://www.facebook.com/157215971120682/posts/791499431025663,???????運動選手開球大集合???????  ??很多運動好手都曾到中華職棒場中開球過 ??你印象最深刻的是誰呢? ??這次我們選手回家比賽，一起來捍衛我們的主場吧!! ??想知道更多2017臺北世大運嗎？https://goo.gl/7fWQdO  #2017臺北世大運 #我們準備好了,運動,運動,H,H,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18819621_791506967691576_4764129921184301056_n.jpg?oh=89c529fdb847b74d2c16723e51742033&oe=5A30ECB0,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/18819621_791506967691576_4764129921184301056_n.jpg?oh=b381d3ce92c35d4f2137ef06fb3313ae&oe=5A34DB0A,https://www.facebook.com/taipei2017/videos/791499431025663/,facebook.com,2017-06-06T13:08:03+0000,1496754483,2017/6/6 15:08,1988,43,2059,137,2239,42,27,15,12,0,1983,47,2,21,1,0,0,2017/6/6,2017,6,6,3,0,2,2,0
video,post_page_157215971120682,157215971120682_793513480824258,https://www.facebook.com/157215971120682/posts/793513480824258,【名人說故事2】世界球后戴資穎的背後  其實不簡單   你知道戴資穎/ Tai Tzu Ying是臺灣羽球史上最年輕的球后嗎? 變化多端的球路加上細膩的假動作，2016年她登上世界女單排名第一 這個小女孩，用她的力量讓世界看見臺灣 臺灣女子天團SHE的任家萱 Selina 要告訴你們：世界第一的背後，其實不簡單 一起來聽聽任家萱 Selina告訴你這個故事  臺北世大運，好手們回家比賽，讓我們用行動告訴臺灣運動員「I AM HERE！我們挺你！」 2017臺北世大運羽球→https://goo.gl/b2La8M  #名人說故事 #2017臺北世大運 #Taipei2017,運動,運動,H,H,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18895171_793580864150853_4118251390592090112_n.jpg?oh=9143c84fb60bb1ed63e63209a0bd93fe&oe=59FA7492,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/18895171_793580864150853_4118251390592090112_n.jpg?oh=a7e6315147e98f175501a876f92c21d9&oe=59ED2528,https://www.facebook.com/taipei2017/videos/793513480824258/,facebook.com,2017-06-02T13:00:00+0000,1496408400,2017/6/2 15:00,3119,77,3328,515,3920,74,54,20,94,0,3105,193,4,9,1,0,0,2017/6/2,2017,6,2,9,0,1,1,0
video,post_page_157215971120682,157215971120682_793501350825471,https://www.facebook.com/157215971120682/posts/793501350825471,【名人說故事2】引言人- 任家萱 Selina  要如何成就一名世界球后？ 這個「團隊」他們用無比的愛與力量， 造就了世界第一。  來聽聽Selina告訴你這個故事  6/2 晚上9:00 完整呈現  #名人說故事 #2017臺北世大運  2017臺北世大運羽球→https://goo.gl/b2La8M,羽球,運動,H,badminton,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18895077_793501804158759_4711836838929629184_n.jpg?oh=4b8e9769c9acf16f724c4da02e74077e&oe=5A370864,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/18895077_793501804158759_4711836838929629184_n.jpg?oh=8cf52b901db31c1f2be5541a1ca0da18&oe=59EE36DE,https://www.facebook.com/taipei2017/videos/793501350825471/,facebook.com,2017-06-02T08:44:40+0000,1496393080,2017/6/2 10:44,508,7,552,51,610,7,7,0,1,0,506,40,3,1,0,0,0,2017/6/2,2017,6,2,118,4,10,14,1
video,post_page_157215971120682,157215971120682_790919267750346,https://www.facebook.com/157215971120682/posts/790919267750346,世大運名人超體驗：一起和徐展元轉播熱血中職野球  　　 徐展元線上直播Lamigo 桃猿 VS 中信兄弟的精采賽事 喜愛棒球，熱愛棒球的你趕快來看!!!  直播期間分享直播貼文或回答直播中展元所問的問題 就送出世大運及中職球隊的紀念商品 這麼多好康你怎麼能夠錯過！  （此活動為臺北市政府主辦，粉絲頁擁有活動直播及畫面播放之權利）  #2017臺北世大運 #名人超體驗 #熱血主播徐展元 #Lamigo桃猿 #中信兄弟,棒球,運動,H,Baseball,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18819228_790955547746718_1635334490446364672_n.jpg?oh=18f16fa21f122f200d591619f1d56ee4&oe=59EFBBB9,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/18819228_790955547746718_1635334490446364672_n.jpg?oh=7ef929606c8d96d51da8dec8595bdfaa&oe=5A2AC603,https://www.facebook.com/taipei2017/videos/790919267750346/,facebook.com,2017-05-28T08:59:56+0000,1495961996,2017/5/28 10:59,446,125,462,53,640,125,117,8,91,0,444,12,2,2,0,0,0,2017/5/28,2017,5,28,59,0,0,0,0
video,post_page_157215971120682,157215971120682_790915001084106,https://www.facebook.com/157215971120682/posts/790915001084106,世大運名人超體驗：一起和徐展元轉播熱血中職野球  　　 徐展元線上直播Lamigo 桃猿 VS 中信兄弟的精采賽事 喜愛棒球，熱愛棒球的你趕快來看!!!  直播期間分享直播貼文或回答直播中展元所問的問題 就送出世大運及中職球隊的紀念商品 這麼多好康你怎麼能夠錯過！  （此活動為臺北市政府主辦，粉絲頁擁有活動直播及畫面播放之權利）  #2017臺北世大運 #名人超體驗 #熱血主播徐展元 #Lamigo桃猿 #中信兄弟,棒球,運動,H,Baseball,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18786004_790919427750330_4747049205615296512_n.jpg?oh=ac2154ac195dbffc79a911f4e2cb3a68&oe=59F3C929,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/18786004_790919427750330_4747049205615296512_n.jpg?oh=437579b906fe417e41dec9255b96f7cd&oe=59EB8893,https://www.facebook.com/taipei2017/videos/790915001084106/,facebook.com,2017-05-28T08:56:46+0000,1495961806,2017/5/28 10:56,159,1,162,4,167,1,1,0,0,0,158,1,1,1,0,0,0,2017/5/28,2017,5,28,63,0,0,0,0
video,post_page_157215971120682,157215971120682_786717141503892,https://www.facebook.com/157215971120682/posts/786717141503892,世大運名人超體驗臺北達欣帶你來鬥牛!SBL冠軍成員達欣王志群、張智峰、林冠綸、呂濟而貼身指導幸運粉絲傳授實用鬥牛技巧，還有球隊訓練內容大公開，千萬不要錯過！觀看直播還有機會獲得紀念品，趕快點進來觀看吧! #星裕國際 #斯伯丁,籃球,運動,H,Basketball,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18619286_786751991500407_4525426015513608192_n.jpg?oh=40803868e3aaa50f03ce27293d9140d6&oe=5A38466C,https://scontent.xx.fbcdn.net/v/t15.0-10/18619286_786751991500407_4525426015513608192_n.jpg?oh=012f3154c38968e72989313e58026045&oe=59F33981,https://www.facebook.com/taipei2017/videos/786717141503892/,facebook.com,2017-05-20T06:29:49+0000,1495261789,2017/5/20 08:29,397,63,404,21,488,63,61,2,39,0,395,7,0,0,0,0,0,2017/5/20,2017,5,20,25,0,6,6,0
photo,post_page_157215971120682,157215971120682_785295854979354,https://www.facebook.com/157215971120682/posts/785295854979354,??世大運之星-桌球王子??江宏傑 Chiang Hung-Chieh ??  如果你認識江宏傑，是因為他娶了福原愛?? 那你一定要透過這張圖來認識他  1?江宏傑出身台南幫 2?世界大學運動4面金牌：??男單 1 金、????男雙 2 金（都與黃聖盛搭檔）、??混雙金牌 1 面（搭檔黃怡樺） 3?江宏傑擅長打法：右手橫拍，兩面弧圈??   ?支持運動員請分享圖片，留言你最欣賞江宏傑哪項!  ????甚麼是台南幫：台南孕育出許多桌球高手、高高手，包括蔣澎龍、吳志祺、江宏傑、黃聖盛、鄭怡靜等多位國際級名將。台南市桌球隊曾締造全運會 23 連霸的紀錄。  ??想更了解江宏傑：https://goo.gl/2y5DQc,桌球,運動,H,Table Tennis,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18486076_785295854979354_6889426456118649634_n.jpg?oh=ab014e9530a2ee96c46c628b72e1efdd&oe=5A2E517E,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/18486076_785295854979354_6889426456118649634_n.jpg?oh=bde98966374a749fa4f52f6277c4c969&oe=5A2A2481,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/785295854979354/?type=3,facebook.com,2017-05-19T06:02:50+0000,1495173770,2017/5/19 08:02,790,4,812,27,843,4,4,0,2,0,788,16,1,5,0,0,0,2017/5/19,2017,5,19,0,0,0,0,0
