type,by,post_id,post_link,post_message,細分類,分類,大分,英文小標,picture,full_picture,link,link_domain,post_published,post_published_unix,post_published_sql,likes_count_fb,comments_count_fb,reactions_count_fb,shares_count_fb,engagement_fb,comments_retrieved,comments_base,comments_replies,comment_likes_count,rea_NONE,rea_LIKE,rea_LOVE,rea_WOW,rea_HAHA,rea_SAD,rea_ANGRY,rea_THANKFUL,post_publ,year,月,日,1正評,negative,3中立,2+3,是否有負評
event,post_page_157215971120682,157215971120682_148362095743429,https://www.facebook.com/157215971120682/posts/148362095743429,倒數一週，世大運即將開幕！ 力與美的體育表演，讓我們看見運動員無限潛能！ 「2017臺北世大運」這場青春的運動饗宴，進入最後衝刺，《一起世大運 8倒數》將展現大學生們的青春活力，搭配世大運22項賽事，用力與美的體育表演會，歡慶世大運的到來！  《一起世大運 8倒數 看見!青春之力》 時間：2017.8.11(五)19:00 地點：信義香堤廣場 詳細活動介紹：http://events.2017.taipei/,倒數,倒數,F,F,https://scontent.xx.fbcdn.net/v/t1.0-0/c53.0.130.130/p130x130/20637881_829045347271071_630212860689733357_n.jpg?oh=60b9b326b17f63f88186a3ac695339b4&oe=5A348887,https://scontent.xx.fbcdn.net/v/t1.0-9/c112.0.275.275/20637881_829045347271071_630212860689733357_n.jpg?oh=f253132fe6c1602b1f0f875e29992cd1&oe=59EC085E,https://www.facebook.com/events/148362095743429/,facebook.com,2017-08-03T04:16:39+0000,1501733799,2017/8/3 06:16,502,2,515,0,517,2,2,0,0,0,500,10,2,0,1,0,0,2017/8/3,2017,8,3,9,3,0,3,1
video,post_page_157215971120682,157215971120682_819968458178760,https://www.facebook.com/157215971120682/posts/819968458178760,??30天倒數　百人舞團一起世大運??  i u giugi senasena i你們會唱了嗎? 百人舞團一起舞動宣告世大運倒數30天  最後「一起世大運 8 倒數」 8月11日(五)晚上7點信義香堤廣場  大學生將展現青春之力帶來體育表演會 千萬別錯過喔!  ?? 快來安排觀賽日程：https://goo.gl/BeWhh7 ?? 購票進場熱血應援！http://tickets.2017.taipei,倒數,倒數,F,F,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/20175328_819970874845185_9101464303600402432_n.jpg?oh=7991765ae1a83f907940d2c2698fb5ab&oe=5A330A8E,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/20175328_819970874845185_9101464303600402432_n.jpg?oh=3d25869705a18fabec7da68894dcff2f&oe=5A303934,https://www.facebook.com/taipei2017/videos/819968458178760/,facebook.com,2017-07-18T06:11:00+0000,1500358260,2017/7/18 08:11,600,8,618,54,680,8,8,0,0,0,599,14,3,1,0,0,0,2017/7/18,2017,7,18,2,0,2,2,0
video,post_page_157215971120682,157215971120682_819013891607550,https://www.facebook.com/157215971120682/posts/819013891607550,??一起世大運 30 倒數??  錯過30倒數活動的大家，不要難過，讓柯市長直播給你看!  ?? 快來安排觀賽日程：https://goo.gl/BeWhh7 ?? 購票進場熱血應援！http://tickets.2017.taipei,倒數,倒數,F,F,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/20172544_1071704016264911_2479551784679374848_n.jpg?oh=356772316184ba2dac64a04765874828&oe=5A2A53EC,https://scontent.xx.fbcdn.net/v/t15.0-10/20172544_1071704016264911_2479551784679374848_n.jpg?oh=f31f209020ae520033a0f39ddce2c5c2&oe=5A2CC597,https://www.facebook.com/DoctorKoWJ/videos/1071683582933621/,facebook.com,2017-07-16T09:52:03+0000,1500198723,2017/7/16 11:52,669,7,716,0,723,4,4,0,2,0,668,15,2,27,3,0,0,2017/7/16,2017,7,16,1,0,3,3,0
event,post_page_157215971120682,157215971120682_782352888593015,https://www.facebook.com/157215971120682/posts/782352888593015,《一起世大運 30 倒數》各種風格舞團接力演出 佛拉明哥舞團、巴西戰舞卡波耶拉、印度舞蹈、肚皮舞、拉丁騷莎、夏威夷草裙舞、美國復古搖擺舞…等  還可試穿異國風情舞衣，體驗經典舞蹈  從遊行踩街到大匯演，世大運主題曲整點報時， 各式舞蹈多元演繹，一起歡慶迎接世大運！  《一起世大運 30 倒數》 時間：2017.7.16 (日) 14:00-19:00 地點：信義香堤廣場 詳細活動介紹：http://events.2017.taipei/  2017臺北世大運將於 30 天後開幕！ 這次，讓我們用舞蹈迎接世大運！,倒數,倒數,F,F,https://scontent.xx.fbcdn.net/v/t1.0-0/c114.0.130.130/p130x130/19598779_809561685886104_198865836127943898_n.jpg?oh=ed3decaa3011a1267d0629f28bb48436&oe=59FEA945,https://scontent.xx.fbcdn.net/v/t1.0-9/c332.0.376.376/19598779_809561685886104_198865836127943898_n.jpg?oh=f192fa601b26ca4d412fd60677b4b103&oe=5A2A72F3,https://www.facebook.com/events/782352888593015/,facebook.com,2017-06-30T12:57:35+0000,1498827455,2017/6/30 14:57,712,29,739,0,768,29,24,5,26,0,709,20,5,0,0,2,0,2017/6/30,2017,6,30,3,0,0,0,0
video,post_page_157215971120682,157215971120682_801810713327868,https://www.facebook.com/157215971120682/posts/801810713327868,??一起世大運 60倒數 全民一起來加油??  距離臺北世大運開幕進入最後倒數階段啦！ 今天有多組頂尖啦啦團隊一起來為選手們加油?? 另外也邀請多位歷年世大運台灣之光給選手鼓勵?????? 讓我們一起捍衛我們的主場吧！??????  ??想知道更多頂尖選手的經驗談嗎？https://goo.gl/uk9m6W ??? 快點進場幫選手們加油喔！http://tickets.2017.taipei ?? 來安排您的觀賽日程吧！https://goo.gl/BeWhh7  #2017臺北世大運 #中華隊加油 #倒數63 #誰會拿下中華隊世大運第一面金牌,倒數,倒數,F,F,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19285261_801812323327707_6441888573867163648_n.jpg?oh=946c8e2450048636c505d332034aa8a0&oe=59F59CD1,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19285261_801812323327707_6441888573867163648_n.jpg?oh=25b48f149b3bb9e6f1e43286bffc3926&oe=59EF146B,https://www.facebook.com/taipei2017/videos/801810713327868/,facebook.com,2017-06-17T11:50:35+0000,1497700235,2017/6/17 13:50,820,23,843,62,928,23,11,12,19,0,820,17,2,0,1,0,0,2017/6/17,2017,6,17,39,1,2,3,1
photo,post_page_157215971120682,157215971120682_785223064986633,https://www.facebook.com/157215971120682/posts/785223064986633,9?9?倒數》就是明天！星光運動電影院即將開張??  快來和我們一起用運動電影倒數，熱血迎接臺北世大運?? 大安森林公園音樂露台免費上映?? 全球瘋運動，7 國 8 部電影，4 部臺灣首映 知名影評人 膝關節 左撇子的電影博物館 電影法蘭克 大推??  《一起世大運 99倒數》 ??時間：5/19(五)-5/21(日)18:30起播放至23:50前結束 ??地點：大安森林公園露天音樂台 ??時刻表與片單介紹與影評 ：https://goo.gl/KfSHRm ??活動頁：https://goo.gl/7wyvV0,倒數,倒數,F,F,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18557442_785223064986633_76447665458821070_n.jpg?oh=7c0806958f4fdf854470a47d7c6fb123&oe=5A3262B1,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/18557442_785223064986633_76447665458821070_n.jpg?oh=b0fbbb5e31390cc200ec6a32681fd61c&oe=59FE8654,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/785223064986633/?type=3,facebook.com,2017-05-18T04:00:26+0000,1495080026,2017/5/18 06:00,421,8,432,59,499,5,1,4,2,0,417,9,1,1,0,0,0,2017/5/18,2017,5,18,10,0,3,3,0
photo,post_page_157215971120682,157215971120682_781404612035145,https://www.facebook.com/157215971120682/posts/781404612035145,世大運倒數九九天?? 熱血電影播放三天?? 就在大安森林公園?? 三大主題七國八片?? 四片臺灣搶先上演?? 快點來看不會後悔??  #下午5點半開始限量100杯星巴克等你來拿 #盡量搭乘大眾運輸工具前往喔  活動訊息： 「一起世大運 99倒數」 時間：5/19(五)-5/21(日)每晚6:30起播放至11:50前結束 地點：大安森林公園露天音樂台 播放時刻表與片單介紹：http://events.2017.taipei,倒數,倒數,F,F,https://scontent.xx.fbcdn.net/v/t1.0-0/q81/s130x130/18342019_781404612035145_7815128672468526492_n.jpg?oh=c57112975aabe44622d72021a6dfbe00&oe=59ECA008,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/18342019_781404612035145_7815128672468526492_n.jpg?oh=2926fcce55536f4cb5ab5727568af463&oe=5A2D9B49,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/781404612035145/?type=3,facebook.com,2017-05-12T03:44:00+0000,1494560640,2017/5/12 05:44,352,4,369,24,397,4,3,1,0,0,350,7,1,0,0,0,9,2017/5/12,2017,5,12,19,0,0,0,0
video,post_page_157215971120682,157215971120682_781061042069502,https://www.facebook.com/157215971120682/posts/781061042069502,??2017臺北世大運倒數1?0?0?天??  106年全大運10日閉幕 也是2017臺北世大運倒數100天??  這次回家比賽，每位運動員都準備好了 你們準備好了嗎??????????  ??留言為你喜歡的運動員加油吧?? Tag他們，讓他們看到你的熱情已準備就緒????  點連結給你更多世大運??https://goo.gl/g9foIe  #finalcountdown #熱情 #回家比賽,倒數,倒數,F,F,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18442903_781061972069409_2012825853355884544_n.jpg?oh=e9f90073521cc36085b06f390eeb8553&oe=59F2BD38,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/18442903_781061972069409_2012825853355884544_n.jpg?oh=ce1818e80a032525d24206aebaf93697&oe=5A2DA882,https://www.facebook.com/taipei2017/videos/781061042069502/,facebook.com,2017-05-11T03:17:16+0000,1494472636,2017/5/11 05:17,2068,31,2116,129,2276,31,20,11,6,0,2064,31,3,1,0,0,12,2017/5/11,2017,5,11,11,0,0,0,0
