type,by,post_id,post_link,post_message,細分類,分類,比賽項目,picture,full_picture,link,link_domain,post_published,post_published_unix,post_published_sql,likes_count_fb,comments_count_fb,reactions_count_fb,shares_count_fb,engagement_fb,comments_retrieved,comments_base,comments_replies,comment_likes_count,rea_NONE,rea_LIKE,rea_LOVE,rea_WOW,rea_HAHA,rea_SAD,rea_ANGRY,rea_THANKFUL,post_publ,年,月,日,1正評,2負,3中立
video,post_page_157215971120682,157215971120682_813691528806453,https://www.facebook.com/157215971120682/posts/813691528806453,?大家知道世大運的跳水比賽是怎麼比的嗎? 30 秒簡單介紹給你知!  ?想要現場感受一躍而下的速度感 跳水測試賽還有今天 (7/8) 1天  歡迎大家一起來詩欣館為選手加油喔! ??測試賽賽程: https://goo.gl/c3PDUC  ?想要欣賞國內外選手華麗的跳水動作 ??快來安排觀賽賽程 https://goo.gl/iByByx ??跳水購票網站 https://goo.gl/r8HLVN,跳水,運動,Diving,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19945117_813692018806404_3233873450607050752_n.jpg?oh=3873c3de88bfe81484e928af0b04504b&oe=59ED2EB6,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19945117_813692018806404_3233873450607050752_n.jpg?oh=2ee26c00900b59bbd14821cc38f4e632&oe=59F68F0C,https://www.facebook.com/taipei2017/videos/813691528806453/,facebook.com,2017-07-08T02:00:00+0000,1499479200,2017/7/8 04:00,854,12,879,77,968,12,7,5,3,0,851,15,8,2,0,0,0,2017/7/8,2017,7,8,22,0,1
video,post_page_157215971120682,157215971120682_812650845577188,https://www.facebook.com/157215971120682/posts/812650845577188,?? 世大運射箭測試賽持續於國體大田徑場舉行 ?  2017 亞洲盃射箭賽第三站暨世界排名賽今天進行到第四天 可以到會場提前感受賽會熱鬧氣氛喔!!!   想知道射箭比賽是什麼嗎? 複合弓跟反曲弓的差別是什麼呢? 讓熊讚運動教室和你說 ?  ?? 射箭每日賽程：https://goo.gl/oDWLL8 ??? 2017臺北世大運射箭票務 https://tickets.2017.taipei/schedule/17_TPE_01  Do you know what  differences between Recurve Bow and Compound Bow ?? Let s start with 熊讚Bravo s sports class !  ?? The comprtition schedule for Archery：https://goo.gl/oDWLL8 ??? Tickets for Archery https://tickets.2017.taipei/schedule/17_TPE_01,射箭,運動,Archery,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/16327507_719803108195296_3332507572128186368_n.jpg?oh=6b8f18e0e612505b864ff15d2ecfb763&oe=59FF491C,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/16327507_719803108195296_3332507572128186368_n.jpg?oh=5ca5000ba065cc408da813615e6284d8&oe=5A38FBA6,https://www.facebook.com/taipei2017/videos/812650845577188/,facebook.com,2017-07-07T09:17:00+0000,1499419020,2017/7/7 11:17,498,3,517,42,562,3,3,0,1,0,497,14,1,4,0,0,0,2017/7/7,2017,7,7,36,17,12
video,post_page_157215971120682,157215971120682_813632895478983,https://www.facebook.com/157215971120682/posts/813632895478983,??世大運射箭測試賽   中華隊選手提前適應場地??  ??亞洲盃射箭賽也是本次世大運測試賽 預賽在國立體大田徑場進行，決賽則在射箭場 ??複合弓及反曲弓世大運選手也都利用這次比賽提前適應場地 射箭是中華隊重點奪牌項目?? 讓我們來看看選手們比賽狀況吧！  ?? 射箭每日賽程：https://goo.gl/oDWLL8 ??? 2017臺北世大運射箭票務 https://tickets.2017.taipei/schedule/17_TPE_01,射箭,運動,Archery,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19937417_813636698811936_8369645886891884544_n.jpg?oh=f983986679a322688930bfd2c7a1a6e3&oe=5A2C4582,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19937417_813636698811936_8369645886891884544_n.jpg?oh=da18227cbd98eb0caeb792e4edf8e153&oe=59FADE38,https://www.facebook.com/taipei2017/videos/813632895478983/,facebook.com,2017-07-07T04:31:04+0000,1499401864,2017/7/7 06:31,530,4,545,18,567,4,3,1,1,0,529,12,0,3,0,0,0,2017/7/7,2017,7,7,13,0,1
video,post_page_157215971120682,157215971120682_810964829079123,https://www.facebook.com/157215971120682/posts/810964829079123,【名人說故事3】桌球王子江宏傑  你知道江宏傑是世大運的奪牌保證嗎? 本屆世大運也預計會是江宏傑的世大運最終戰 所以今天 蔡阿嘎 要跟你分享 江宏傑 Chiang Hung-Chieh 的故事 還要號召所有人一起來當選手的後盾  #名人說故事 #2017臺北世大運   ?? 桌球每日賽程：https://goo.gl/Qi9AFB ??? 桌球票務 https://goo.gl/fBfN8s,桌球,運動,Table Tennis,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19770989_810972072411732_8220805470286249984_n.jpg?oh=ab563bb7f5fc198219605e70f0925328&oe=59EBC95E,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19770989_810972072411732_8220805470286249984_n.jpg?oh=f7257528da32558e9ce722c67bdbb5cb&oe=59FAF5E4,https://www.facebook.com/taipei2017/videos/810964829079123/,facebook.com,2017-07-02T13:01:49+0000,1499000509,2017/7/2 15:01,3471,37,3601,182,3820,37,30,7,31,0,3468,104,2,22,1,0,0,2017/7/2,2017,7,2,0,0,0
video,post_page_157215971120682,157215971120682_810075392501400,https://www.facebook.com/157215971120682/posts/810075392501400,??【有問必答】五個游泳比賽變強小秘訣??  想知道怎麼從社團游到全國嗎??? 想在自由式的比賽中脫穎而出嗎??? 讓 50 公尺自由式的全國紀錄保持人吳浚鋒告訴你 5 個自由式比賽的小秘訣（筆記中）  ??? 2017臺北世大運游泳在國立體育大學體育館 一起進場為我們的運動員加油！https://goo.gl/BYBRXt ?? 臺北世大運游泳賽程：https://goo.gl/cHCrfq,游泳,運動,Swimming,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19725626_810123329163273_955877849699450880_n.jpg?oh=685f8a06f79e8ac04c3006d41a272d40&oe=5A2E1A40,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19725626_810123329163273_955877849699450880_n.jpg?oh=0e053edcc3b636c6358484bbc412f570&oe=59F52705,https://www.facebook.com/taipei2017/videos/810075392501400/,facebook.com,2017-07-02T01:00:00+0000,1498957200,2017/7/2 03:00,1968,65,2028,401,2494,65,35,30,56,0,1967,44,13,3,0,0,0,2017/7/2,2017,7,2,4,0,0
video,post_page_157215971120682,157215971120682_810144895827783,https://www.facebook.com/157215971120682/posts/810144895827783,【名人說故事3】引言人- 蔡阿嘎  這次他要說一個桌球王子 江宏傑 Chiang Hung-Chieh的故事 還要號召所有人一起來當選手的後盾  明天7/2 晚上9:00 完整呈現  #名人說故事 #2017臺北世大運  ?? 桌球每日賽程：https://goo.gl/Qi9AFB ??? 桌球票務 https://goo.gl/fBfN8s,桌球,運動,Table Tennis,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19725594_810147129160893_6520512313907216384_n.jpg?oh=a95b6320bc95d010ea2727a91951a462&oe=59F9E59C,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19725594_810147129160893_6520512313907216384_n.jpg?oh=93879b2a973f6eb3830a226ca31e5fd3&oe=59F86426,https://www.facebook.com/taipei2017/videos/810144895827783/,facebook.com,2017-07-01T13:00:00+0000,1498914000,2017/7/1 15:00,827,14,847,27,888,14,6,8,1,0,826,12,6,2,0,0,0,2017/7/1,2017,7,1,8,0,2
video,post_page_157215971120682,157215971120682_809579722550967,https://www.facebook.com/157215971120682/posts/809579722550967,??2017臺北世大運游泳測試賽??  國立體大綜合體育館開 游 ?? 臺灣師大張國基50公尺蝶式金牌??、50公尺仰式銀牌?? 臺灣體大廖曼汶50公尺蛙式金牌??  7/1、7/2游泳測試賽持續進行???? 炎炎夏日進場為選手加油是你消暑的好選擇??  ??歡迎大家來國立體大體育館這個特別游泳池為選手加油!  ??賽程：https://goo.gl/gdRChb ???8/20~8/27 2017臺北世大運游泳 在國立體育大學體育館 一起來看游泳比賽吧！https://goo.gl/6aDQx8,游泳,運動,Swimming,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19665904_809580802550859_5653522742293561344_n.jpg?oh=01f8cd9825cc13220a766dbc34696f49&oe=5A379582,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19665904_809580802550859_5653522742293561344_n.jpg?oh=8e524498c19033e8efd5ef0ae627907e&oe=5A36F438,https://www.facebook.com/taipei2017/videos/809579722550967/,facebook.com,2017-06-30T14:59:45+0000,1498834785,2017/6/30 16:59,892,11,905,23,939,11,4,7,4,0,890,12,1,0,0,0,0,2017/6/30,2017,6,30,14,0,7
video,post_page_157215971120682,157215971120682_807882332720706,https://www.facebook.com/157215971120682/posts/807882332720706,??2017臺北世大運游泳測試賽暨中華臺北公開賽?? 將在這個周末6/29-7/2展開   來複習一下熊讚運動教室吧!!  ??歡迎大家來國立體大體育館這個特別游泳池為選手加油!  ??賽程：https://goo.gl/gdRChb  ???8/20~8/27 2017臺北世大運游泳 在國立體育大學體育館 一起來看游泳比賽吧！https://goo.gl/6aDQx8,游泳,運動,Swimming,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/15562780_697688913740049_6420762626170552320_n.jpg?oh=39b7354e1d955aba6b2c1c38aa91cfd6&oe=59EB3C55,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/15562780_697688913740049_6420762626170552320_n.jpg?oh=b49ca40ab2d5a89424f5d176b5165b20&oe=59F3BDEF,https://www.facebook.com/taipei2017/videos/807882332720706/,facebook.com,2017-06-28T06:36:00+0000,1498631760,2017/6/28 08:36,772,1,791,58,850,0,0,0,0,0,772,11,4,3,0,0,0,2017/6/28,2017,6,28,1,0,0
video,post_page_157215971120682,157215971120682_807239179451688,https://www.facebook.com/157215971120682/posts/807239179451688,??世大運之星-游泳吳浚鋒??  從乙組傳奇變成50公尺自由式及蛙式的全國紀錄保持人，吳浚鋒不斷突破自己刷新紀錄，目標游進東京??  除了要參加7月的布達佩斯世錦賽，8月的世大運吳浚鋒當然也沒有缺席，將要出賽50公尺自由式項目!! 一起進場感受水道速男的魅力吧??  游泳中華臺北公開賽在這個周末展開  歡迎大家來國立體大體育館這個特別游泳池為選手加油!  https://goo.gl/gdRChb  ???8/20~8/27 2017臺北世大運游泳 在國立體育大學體育館 一起來看游泳比賽吧！https://goo.gl/6aDQx8,游泳,運動,Swimming,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19531128_807328279442778_4902249249015595008_n.jpg?oh=77c5083cb2cbecf629f2128859b882c8&oe=5A335CF0,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19531128_807328279442778_4902249249015595008_n.jpg?oh=f4ccfec7f888b495d26f6077287d0355&oe=59FF1C4A,https://www.facebook.com/taipei2017/videos/807239179451688/,facebook.com,2017-06-27T06:35:12+0000,1498545312,2017/6/27 08:35,1950,35,2011,197,2243,35,29,6,11,0,1950,47,11,2,0,0,0,2017/6/27,2017,6,27,75,0,2
video,post_page_157215971120682,157215971120682_806597816182491,https://www.facebook.com/157215971120682/posts/806597816182491,「能把冠軍留在台灣，就很開心」 這不僅僅是李珮琪奪得台塑杯網球賽女單冠軍的心情，也是臺灣運動員參與臺北世大運的目標!  一連兩個禮拜的台塑盃網球賽，都在臺北網球中心舉行。下一次這個場館有國際大賽舉行，就是臺北世大運了喔!!  ?? 一起來臺北網球中心為選手加油》https://goo.gl/24kjXa ?? 2017臺北世大運網球賽程》https://goo.gl/o1vSxL,網球,運動,Tennis,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19510839_806599659515640_3685998425859424256_n.jpg?oh=50d5f03a3c17dc67f00ed74ef1810903&oe=5A34E698,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19510839_806599659515640_3685998425859424256_n.jpg?oh=a4ac4fae6e88e4ea632cfc394782e8df&oe=59F4D822,https://www.facebook.com/taipei2017/videos/806597816182491/,facebook.com,2017-06-24T16:00:00+0000,1498320000,2017/6/24 18:00,369,10,379,24,413,10,10,0,0,0,369,7,0,3,0,0,0,2017/6/24,2017,6,24,19,0,4
photo,post_page_157215971120682,157215971120682_804464029729203,https://www.facebook.com/157215971120682/posts/804464029729203,?世大運之星-中華男足?柯昱廷 Ko Yu-Ting、陳昭安 Chen Chao-An ? 旅外的戰士們，有機會回家、在主場作戰，你怎能不支持呢?!????  你滑照片，小編說故事，一起認識世大運國腳  ?? 安排觀賽行程》https://goo.gl/5pvmCZ ?? 足球購票點這裡》https://goo.gl/RTNPi9,足球,運動,Football,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19399089_804463839729222_1194267698241614576_n.jpg?oh=11e713f79acf2db55d42587c711a6c9e&oe=5A01AD88,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/19399089_804463839729222_1194267698241614576_n.jpg?oh=d906d0a2ddc50b14d70f6ed66923b4a7&oe=5A2B3E77,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/804463839729222/?type=3,facebook.com,2017-06-23T05:23:56+0000,1498195436,2017/6/23 07:23,358,3,361,13,377,3,2,1,1,0,358,3,0,0,0,0,0,2017/6/23,2017,6,23,18,0,0
video,post_page_157215971120682,157215971120682_803886573120282,https://www.facebook.com/157215971120682/posts/803886573120282,?世大運之星-競技體操麥劉湘涵? 即使胰臟破裂，每天在體操館大哭?? 都打不倒麥劉湘涵對體操的熱愛  女子競技體操這次入選選手除了麥劉湘涵外， 還有羅玉如、莊琇如、蔡佳容、莊淑雲 共5 位選手  8/19~8/23就在臺北南港展覽館 ??競技體操賽程》https://goo.gl/HufbY7 ???一起進場為我們的運動員加油！http://tickets.2017.taipei,競技體操,運動, Artistic Gymnastics,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19378533_804467776395495_3216523535077867520_n.jpg?oh=0f88ba3c4dd7f2c0816d6d9a64c3b789&oe=5A2F6D1B,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19378533_804467776395495_3216523535077867520_n.jpg?oh=a74a0df48e8f8a0242ef3ab6ba301ca3&oe=59F2F1A1,https://www.facebook.com/taipei2017/videos/803886573120282/,facebook.com,2017-06-22T10:44:00+0000,1498128240,2017/6/22 12:44,2291,50,2392,144,2586,50,40,10,14,0,2288,79,13,6,0,1,0,2017/6/22,2017,6,22,36,3,1
photo,post_page_157215971120682,157215971120682_802850303223909,https://www.facebook.com/157215971120682/posts/802850303223909,?世大運中華隊棒球賽程?  郭李建夫總教練領軍的中華棒球隊 預賽要對上法國、捷克及韓國  上屆光州世大運中華隊拿下金牌?? 這次能否衛冕成功呢?  要靠大家一起進場發揮主場力量 一起到天母棒球場為中華隊加油????  ?棒球完整賽程資訊?? https://goo.gl/sfye25 ??? 一起進場熱血應援！http://tickets.2017.taipei  ??會陸續發佈中華隊相關賽程，請大家一起進場為中華隊加油??,棒球,運動,Baseball,https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/19274763_802850303223909_7729292454505330935_n.jpg?oh=7ebd2c0b673fec533a659a8ef2bb2dbb&oe=5A3996A2,https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/19274763_802850303223909_7729292454505330935_n.jpg?oh=ecb922e96008a9442ef1a681bf73f160&oe=59FAB35D,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/802850303223909/?type=3,facebook.com,2017-06-20T12:00:00+0000,1497960000,2017/6/20 14:00,993,40,1022,97,1159,40,25,15,22,0,993,24,0,5,0,0,0,2017/6/20,2017,6,20,91,0,4
video,post_page_157215971120682,157215971120682_803358926506380,https://www.facebook.com/157215971120682/posts/803358926506380,和您分享 戴資穎/ Tai Tzu Ying 打球的心路歷程??  這次在家比賽，大家準備好要進場一賭球后的風采嗎?  今天也是小戴的生日，來一起祝小戴生日快樂吧??  ??更多小戴的故事－世界球后戴資穎：https://goo.gl/GoYC9n ??2017臺北世大運羽球賽程：https://goo.gl/9u7jTx  #2017臺北世大運全臺總動員高雄的鄉親買票了嗎 #2017臺北世界大學運動會官方供應商悠遊卡公司,羽球,運動,badminton,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19143457_10158762989295484_1844749910319038464_n.jpg?oh=31aa31831ecaf47fa767e3628bef4b40&oe=59FEADA7,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19143457_10158762989295484_1844749910319038464_n.jpg?oh=b55bde2f4a962651f5a8a8eac86ffacb&oe=59F3A455,https://www.facebook.com/easycard.tw/videos/10158762966780484/,facebook.com,2017-06-20T09:17:00+0000,1497950220,2017/6/20 11:17,534,17,558,0,575,11,11,0,1,0,534,22,2,0,0,0,0,2017/6/20,2017,6,20,31,0,0
video,post_page_157215971120682,157215971120682_802426376599635,https://www.facebook.com/157215971120682/posts/802426376599635,??世大運網球測試賽 一起體驗網球魅力??  2017台塑盃國際網球錦標賽暨世大運網球測試賽今天進入金牌戰?????? 最後由美國選手Daniel NGUYEN拿下冠軍?????? 臺北網球中心是世大運網球比賽的場館，接下來到6/25仍持續有賽事進行  ??更多世大運網球測試賽 https://goo.gl/jy2YTS ??????歡迎大家一起進場體驗 一起為選手加油??????  ?? 2017臺北世大運網球賽程 https://goo.gl/o1vSxL ??? 8月19日到30日需要您進場加油！http://tickets.2017.taipei,網球,運動,Tennis,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19305455_802433079932298_1238944378081247232_n.jpg?oh=c08b3c013ed04155989416096f3661b4&oe=59F8F040,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19305455_802433079932298_1238944378081247232_n.jpg?oh=5fcb689715d6540b1bae313165c7b440&oe=59F43DFA,https://www.facebook.com/taipei2017/videos/802426376599635/,facebook.com,2017-06-18T14:38:53+0000,1497796733,2017/6/18 16:38,458,8,466,19,493,3,2,1,8,0,458,5,2,0,1,0,0,2017/6/18,2017,6,18,1,0,0
video,post_page_157215971120682,157215971120682_800535943455345,https://www.facebook.com/157215971120682/posts/800535943455345,??世大運有問必答-體操選手不掉槓的秘密??  ??旋轉 跳躍 我不停歇?? ??你有想過為什麼體操選手在高低槓翻來翻去 ??旋轉720度手都仍然牢牢抓在槓上呢? ??因為他們使用了這個秘密武器 ??讓臺師大競技體操選手麥劉湘涵告訴你??  2017臺北世大運競技體操每日賽程 ??https://goo.gl/HufbY7 快點進場幫選手們加油吧 ??https://goo.gl/bOLVn2  #世大運有問必答,競技體操,運動, Artistic Gymnastics,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19206034_800537053455234_8149128504840028160_n.jpg?oh=a5c471cf6d2530dbf0d7fc16fcd93143&oe=5A0220C5,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19206034_800537053455234_8149128504840028160_n.jpg?oh=543c4a493f75e23498e44dd2875e790e&oe=5A2EDC7F,https://www.facebook.com/taipei2017/videos/800535943455345/,facebook.com,2017-06-16T05:27:56+0000,1497590876,2017/6/16 07:27,955,19,990,43,1052,18,11,7,4,0,955,28,2,4,0,0,0,2017/6/16,2017,6,16,1,0,0
video,post_page_157215971120682,157215971120682_800481466794126,https://www.facebook.com/157215971120682/posts/800481466794126,?韻律體操團隊  集結眾家好手拚奪牌??  韻律體操力與美  超吸睛不容錯過 眾家好手默契佳   全力備戰拚奪牌   ??韻律體操有個人及團隊項目 個人為環、球、棒與帶 而團隊則須包含５環、３球及２繩  這次韻律體操個人賽，有詹庭甄及宋語涵 而韻律體操團隊中， 包括曾旅日的古妮臻、龔芸、楊千玫、王心伶、徐紫綺及陳沛安???? 到時候記得進場欣賞最美賽事!!!  2017臺北世大運韻律體操每日賽程??https://goo.gl/f2fzeQ 快點進場為選手加油喔 ?? https://goo.gl/gxbMEb  國立臺灣師範大學 National Taiwan Normal University 國立體育大學 東山高中,韻律體操,運動,Rhythmic Gymnastics,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19213534_800482953460644_787522471795359744_n.jpg?oh=5d42db642622f5ebb5af9b9c77cac74b&oe=5A2DB9A5,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19213534_800482953460644_787522471795359744_n.jpg?oh=773eb5bcb817349b71a90c553c4a0b27&oe=59F3B7E0,https://www.facebook.com/taipei2017/videos/800481466794126/,facebook.com,2017-06-15T07:26:58+0000,1497511618,2017/6/15 09:26,1648,40,1727,103,1870,40,26,14,19,0,1644,68,8,1,0,0,0,2017/6/15,2017,6,15,2,0,0
video,post_page_157215971120682,157215971120682_797788493730090,https://www.facebook.com/157215971120682/posts/797788493730090,??2017臺北世大運網球測試賽?? 來跟著熊讚一起了解網球!!  明天 6月11日至25日於新設的臺北市網球中心開打囉!! 快點一起先來感受賽會熱鬧氣氛吧!!  有關世大運測試賽：https://goo.gl/FBgPg9 臺北市網球中心：https://goo.gl/yZ4nU0  ※貼心小提醒：此場測試賽比照正式賽會有維安檢查喔！請大家進場前多多注意及配合，謝謝大家！ 詳情請參考安檢流程：https://goo.gl/xysBLB,網球,運動,Tennis,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19114179_797707293738210_3027952493435813888_n.jpg?oh=70bd357fb0f6a6ac9c829ea3b4c3150f&oe=5A376BA7,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19114179_797707293738210_3027952493435813888_n.jpg?oh=2490ea0879d1552dc764e5923cd03f1c&oe=59FB8F1D,https://www.facebook.com/taipei2017/videos/797788493730090/,facebook.com,2017-06-10T10:44:08+0000,1497091448,2017/6/10 12:44,787,32,811,90,933,31,18,13,18,0,786,14,3,5,0,0,0,2017/6/10,2017,6,10,766,0,1
video,post_page_157215971120682,157215971120682_793501350825471,https://www.facebook.com/157215971120682/posts/793501350825471,【名人說故事2】引言人- 任家萱 Selina  要如何成就一名世界球后？ 這個「團隊」他們用無比的愛與力量， 造就了世界第一。  來聽聽Selina告訴你這個故事  6/2 晚上9:00 完整呈現  #名人說故事 #2017臺北世大運  2017臺北世大運羽球→https://goo.gl/b2La8M,羽球,運動,badminton,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18895077_793501804158759_4711836838929629184_n.jpg?oh=4b8e9769c9acf16f724c4da02e74077e&oe=5A370864,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/18895077_793501804158759_4711836838929629184_n.jpg?oh=8cf52b901db31c1f2be5541a1ca0da18&oe=59EE36DE,https://www.facebook.com/taipei2017/videos/793501350825471/,facebook.com,2017-06-02T08:44:40+0000,1496393080,2017/6/2 10:44,508,7,552,51,610,7,7,0,1,0,506,40,3,1,0,0,0,2017/6/2,2017,6,2,118,4,10
video,post_page_157215971120682,157215971120682_790919267750346,https://www.facebook.com/157215971120682/posts/790919267750346,世大運名人超體驗：一起和徐展元轉播熱血中職野球  　　 徐展元線上直播Lamigo 桃猿 VS 中信兄弟的精采賽事 喜愛棒球，熱愛棒球的你趕快來看!!!  直播期間分享直播貼文或回答直播中展元所問的問題 就送出世大運及中職球隊的紀念商品 這麼多好康你怎麼能夠錯過！  （此活動為臺北市政府主辦，粉絲頁擁有活動直播及畫面播放之權利）  #2017臺北世大運 #名人超體驗 #熱血主播徐展元 #Lamigo桃猿 #中信兄弟,棒球,運動,Baseball,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18819228_790955547746718_1635334490446364672_n.jpg?oh=18f16fa21f122f200d591619f1d56ee4&oe=59EFBBB9,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/18819228_790955547746718_1635334490446364672_n.jpg?oh=7ef929606c8d96d51da8dec8595bdfaa&oe=5A2AC603,https://www.facebook.com/taipei2017/videos/790919267750346/,facebook.com,2017-05-28T08:59:56+0000,1495961996,2017/5/28 10:59,446,125,462,53,640,125,117,8,91,0,444,12,2,2,0,0,0,2017/5/28,2017,5,28,59,0,0
video,post_page_157215971120682,157215971120682_790915001084106,https://www.facebook.com/157215971120682/posts/790915001084106,世大運名人超體驗：一起和徐展元轉播熱血中職野球  　　 徐展元線上直播Lamigo 桃猿 VS 中信兄弟的精采賽事 喜愛棒球，熱愛棒球的你趕快來看!!!  直播期間分享直播貼文或回答直播中展元所問的問題 就送出世大運及中職球隊的紀念商品 這麼多好康你怎麼能夠錯過！  （此活動為臺北市政府主辦，粉絲頁擁有活動直播及畫面播放之權利）  #2017臺北世大運 #名人超體驗 #熱血主播徐展元 #Lamigo桃猿 #中信兄弟,棒球,運動,Baseball,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18786004_790919427750330_4747049205615296512_n.jpg?oh=ac2154ac195dbffc79a911f4e2cb3a68&oe=59F3C929,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/18786004_790919427750330_4747049205615296512_n.jpg?oh=437579b906fe417e41dec9255b96f7cd&oe=59EB8893,https://www.facebook.com/taipei2017/videos/790915001084106/,facebook.com,2017-05-28T08:56:46+0000,1495961806,2017/5/28 10:56,159,1,162,4,167,1,1,0,0,0,158,1,1,1,0,0,0,2017/5/28,2017,5,28,63,0,0
video,post_page_157215971120682,157215971120682_786717141503892,https://www.facebook.com/157215971120682/posts/786717141503892,世大運名人超體驗臺北達欣帶你來鬥牛!SBL冠軍成員達欣王志群、張智峰、林冠綸、呂濟而貼身指導幸運粉絲傳授實用鬥牛技巧，還有球隊訓練內容大公開，千萬不要錯過！觀看直播還有機會獲得紀念品，趕快點進來觀看吧! #星裕國際 #斯伯丁,籃球,運動,Basketball,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18619286_786751991500407_4525426015513608192_n.jpg?oh=40803868e3aaa50f03ce27293d9140d6&oe=5A38466C,https://scontent.xx.fbcdn.net/v/t15.0-10/18619286_786751991500407_4525426015513608192_n.jpg?oh=012f3154c38968e72989313e58026045&oe=59F33981,https://www.facebook.com/taipei2017/videos/786717141503892/,facebook.com,2017-05-20T06:29:49+0000,1495261789,2017/5/20 08:29,397,63,404,21,488,63,61,2,39,0,395,7,0,0,0,0,0,2017/5/20,2017,5,20,25,0,6
photo,post_page_157215971120682,157215971120682_785295854979354,https://www.facebook.com/157215971120682/posts/785295854979354,??世大運之星-桌球王子??江宏傑 Chiang Hung-Chieh ??  如果你認識江宏傑，是因為他娶了福原愛?? 那你一定要透過這張圖來認識他  1?江宏傑出身台南幫 2?世界大學運動4面金牌：??男單 1 金、????男雙 2 金（都與黃聖盛搭檔）、??混雙金牌 1 面（搭檔黃怡樺） 3?江宏傑擅長打法：右手橫拍，兩面弧圈??   ?支持運動員請分享圖片，留言你最欣賞江宏傑哪項!  ????甚麼是台南幫：台南孕育出許多桌球高手、高高手，包括蔣澎龍、吳志祺、江宏傑、黃聖盛、鄭怡靜等多位國際級名將。台南市桌球隊曾締造全運會 23 連霸的紀錄。  ??想更了解江宏傑：https://goo.gl/2y5DQc,桌球,運動,Table Tennis,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18486076_785295854979354_6889426456118649634_n.jpg?oh=ab014e9530a2ee96c46c628b72e1efdd&oe=5A2E517E,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/18486076_785295854979354_6889426456118649634_n.jpg?oh=bde98966374a749fa4f52f6277c4c969&oe=5A2A2481,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/785295854979354/?type=3,facebook.com,2017-05-19T06:02:50+0000,1495173770,2017/5/19 08:02,790,4,812,27,843,4,4,0,2,0,788,16,1,5,0,0,0,2017/5/19,2017,5,19,0,0,0
