type,by,post_id,post_link,post_message,細分類,分類,比賽項目,picture,full_picture,link,link_domain,post_published,post_published_unix,post_published_sql,likes_count_fb,comments_count_fb,reactions_count_fb,shares_count_fb,engagement_fb,comments_retrieved,comments_base,comments_replies,comment_likes_count,rea_NONE,rea_LIKE,rea_LOVE,rea_WOW,rea_HAHA,rea_SAD,rea_ANGRY,rea_THANKFUL,post_publ,年,月,日,1正評,2負,3中立
photo,post_page_157215971120682,157215971120682_774651706043769,https://www.facebook.com/157215971120682/posts/774651706043769,【世大運之星#1】為世大運做出重大決定的 「網球精靈」張凱貞 為了在臺北世大運留下網球女單金牌，「網球精靈」張凱貞在美網與世大運中做出最艱難的抉擇........< 繼續滑照片看故事 >,網球,運動,Tennis,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18157629_774651359377137_9313244668632064_n.jpg?oh=0817025725ecab413f3eca1b3e1cce35&oe=59FE6455,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/18157629_774651359377137_9313244668632064_n.jpg?oh=28093164c159c79edfa3ed07f597c96a&oe=59F3EF13,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/774651359377137/?type=3,facebook.com,2017-04-29T10:01:00+0000,1493460060,2017/4/29 12:01,237,0,247,9,256,0,0,0,0,0,234,9,1,0,0,0,0,2017/4/29,2017,4,29,,,
photo,post_page_157215971120682,157215971120682_774138716095068,https://www.facebook.com/157215971120682/posts/774138716095068,【水球】中華台北水球隊今日擊敗新加坡打進四強啦!! 明4/29 (六) 將戰強敵印尼，大家一起進場為中華隊水男孩們加油!!  競賽場地：臺北松山運動中心  比賽時間：4/29 (週六) 9:00 印尼 VS 中華台北 更多資訊???? https://goo.gl/23o9fl  #2017臺北世大運 #水男孩好帥 #捍衛我們的主場,水球,運動,Water Polo,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18157487_774138486095091_6207804316655171506_n.jpg?oh=f6711d9a39fbd478864bc05cb9b5dccd&oe=5A2CDE7A,https://scontent.xx.fbcdn.net/v/t1.0-0/p480x480/18157487_774138486095091_6207804316655171506_n.jpg?oh=0eaf0d46afc4ae9f64576062e51a9f70&oe=5A2A1C5C,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/774138486095091/?type=3,facebook.com,2017-04-28T12:00:00+0000,1493380800,2017/4/28 14:00,498,2,511,29,542,2,1,1,0,0,496,9,1,3,0,0,0,2017/4/28,2017,4,28,,,
photo,post_page_157215971120682,157215971120682_772411276267812,https://www.facebook.com/157215971120682/posts/772411276267812,??捷報 舉重好手 郭婞淳 KUO  Hsing-Chun 衛冕金牌??  亞洲舉重錦標賽58公斤量級 以抓舉104公斤、挺舉137公斤，總計241公斤成功衛冕金牌?? 恭喜婞淳再次鍍金??  photo credit: 林敬能教練,舉重,運動,Weightlifting,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18057899_772411276267812_7703261277978825745_n.jpg?oh=c90108167e852062bb6a4e9c258d2f96&oe=59F78E55,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/18057899_772411276267812_7703261277978825745_n.jpg?oh=bfb2cb4e803f1dbaff47c311a9449d6f&oe=5A3194AA,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/772411276267812/?type=3,facebook.com,2017-04-25T07:27:45+0000,1493105265,2017/4/25 09:27,1123,11,1148,6,1165,11,11,0,3,0,1118,19,2,4,0,0,0,2017/4/25,2017,4,25,,,
photo,post_page_157215971120682,157215971120682_767140833461523,https://www.facebook.com/157215971120682/posts/767140833461523,????恭喜資穎超級系列賽連五冠??????????  今日新加坡公開賽，資穎再下一城 再次刷新個人紀錄，穩坐世界球后寶座 恭喜資穎????,羽球,運動,badminton,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/17884485_1299368593443658_7295203415423201375_n.jpg?oh=c21bb2bd6433c092469b5a899ff5724a&oe=59FB3C25,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/17884485_1299368593443658_7295203415423201375_n.jpg?oh=a6644762560b4d7fa223aa3903854094&oe=5A369A30,https://www.facebook.com/164965326883996/photos/a.195884807125381.51562.164965326883996/1299368593443658/?type=3,facebook.com,2017-04-16T12:42:09+0000,1492346529,2017/4/16 14:42,724,4,741,0,745,3,3,0,0,0,721,11,5,0,0,1,0,2017/4/16,2017,4,16,,,
photo,post_page_157215971120682,157215971120682_764442000398073,https://www.facebook.com/157215971120682/posts/764442000398073,【 你不知道的世大運－水球比賽！】 　 什麼！水球也是比賽項目之一嗎？ 要如何比賽呀？一起來看看吧！ 　 比賽規則：   。場地大小：男子 30 公尺 × 20 公尺，女子 25 公尺 × 20 公尺 。球門規格：球門寬 3 公尺，高 90 公分  。每隊有 13 個隊員。可以無限多次交換球員 。比賽時每隊有 7 名隊員在水中 。守門員為紅色固定1號球帽及13號候補守門員 。進攻過程有 30 秒鐘，在這 30 秒鐘內沒有射門的話，球權交換 。射門前必須至少有兩名隊員持球（但罰球例外） 。 守門員可以在五米線內用兩手接球 。除守門員外，任何人不得用雙手觸球 。在比賽過程中，隊員不得觸池壁或池底，要保持游動或踩水,水球,運動,Water Polo,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/17884476_764442000398073_730146330682866135_n.jpg?oh=15306e97060e1d83446d949cbc5ac2a6&oe=59F97AEC,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/17884476_764442000398073_730146330682866135_n.jpg?oh=37d23e106f6bc656fb914b39a9b2e37f&oe=5A2A471B,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/764442000398073/?type=3,facebook.com,2017-04-12T12:30:00+0000,1492000200,2017/4/12 14:30,539,13,563,55,631,12,7,5,18,0,535,4,16,3,0,0,0,2017/4/12,2017,4,12,,,
photo,post_page_157215971120682,157215971120682_762724680569805,https://www.facebook.com/157215971120682/posts/762724680569805,【 你不知道的世大運－舉重！】 　 雖然常常聽到舉重?但對於比賽規則實在不是很瞭解呢? 一起來看看舉重的相關規則吧！ 　 比賽規則： 　 。舉重比賽分為挺舉以及抓舉兩種姿勢，成績以總和計算，且其中一項不得沒有成績 。成績若相同，則先試舉成功者勝出 。抓舉需一次性把槓鈴舉過頭頂 。挺舉則可先將槓鈴平舉至齊胸，然後再舉過頭頂，但是兩次動作必須一次完成，中間不能有停頓 。先進行抓舉，再進行挺舉 。抓舉三次試舉失敗便失去比賽資格 。試舉成功後，每次可以以1公斤為單位增加試舉重量 。槓鈴抓起後由裁判決定是否成功，成功舉起白旗或按白燈、失敗的話舉起紅旗或按紅燈 　 -- 　 世大運經典徽章留言分享抽獎活動，將進行到 4/10 （一）！ 　 欲參加的朋友，請點擊下方連結瞭解更多： https://goo.gl/y6Th99 我們將在 4/10（一）選出 22 組世大運經典徽章給大家呦！快來參加吧！（你問我為什麼是 22 組？把必辦、選辦與示範種類的數量加一加就知道囉！）,舉重,運動,Weightlifting,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/17522987_762724680569805_3979360381119533416_n.jpg?oh=2ac6f675930ceef396de23a5ef28241f&oe=59F684DC,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/17522987_762724680569805_3979360381119533416_n.jpg?oh=38ee122f78d5f275c525eac07120ba33&oe=5A36A023,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/762724680569805/?type=3,facebook.com,2017-04-09T12:30:00+0000,1491741000,2017/4/9 14:30,204,2,208,10,220,2,1,1,3,0,202,3,0,0,0,0,0,2017/4/9,2017,4,9,,,
photo,post_page_157215971120682,157215971120682_755287627980177,https://www.facebook.com/157215971120682/posts/755287627980177,【 桌壇好手江宏傑，進擊 2017 世大運！】 　 第一次拿起桌球拍擊球的體驗，讓江宏傑深深喜歡上乒乓球，憑著與生俱來的天分以及認真拼命的個性，更讓他在年僅 20 歲之際，就獲得 2009 年運動精英獎最佳男運動員。雖然曾因腳傷復健短暫告別球壇，但這些過程皆一點一滴內化成動力，不斷驅使著江宏傑，如今他正以穩健姿態逐步朝目標前進，期待在 2017 臺北世界大學運動會，為臺灣拿下更多榮耀。 　 會接觸到乒乓球，其實，並非江宏傑主動要求，小學時期的他相當好動也不愛睡午覺，為了消耗江宏傑旺盛的體力，老師開始讓他練習桌球，沒想到從此無可自拔的迷上這項運動，也開啟了江宏傑精彩的乒乓人生。 　 　 █　直面困難，不斷從摧毀中重建信心 　 國小畢業後，江宏傑受到知名教練林忠雄和吳文嘉號召，隻身從新竹前往臺南求學並接受專業訓練。回想起那段時光，江宏傑最開心的就是能和桌球好手蔣澎龍一起練球，不過，從早到晚的密集式鍛鍊對小孩來說一點也不輕鬆，即使手指破皮、腳起水泡，江宏傑仍把這些苦通通吞下肚，只為將來能在球場上發光發熱。 　 每日辛勤苦練，江宏傑用實力在國內外締造了亮眼戰績，像是連續三年奪得全國桌球錦標賽男子單打金牌、2013 年世界盃團體經典賽銀牌以及 4 面世界大學運動會金牌等。問到是否曾有放棄的想法，江宏傑坦言，之前曾因髖關節唇軟骨碎裂，開刀治療並復健了一段日子，剛回球場的時候狀況不佳，比賽時一直打不出成績，自己變得很沒自信，常常一個人獨處也不愛說話，後來又輸掉 2012 倫敦奧運臺灣選拔賽，種種的不順心更讓他在賽後崩潰大哭。回想當時，江宏傑表示開刀前後真的差很多，世界排名從 72 掉到 178 名，內心累積很多負面想法，甚至看到桌球就覺得討厭。 　 幸虧這種厭惡感沒有持續太久，江宏傑回想當時教練對他說的話：「你用我的戰術，輸球是我的錯，所以你就盡量去做，把自己發揮到百分百。」這劑充滿力量的強心針，成為了江宏傑最堅實的後盾，陪著他到世界各地去征戰。江宏傑慢慢找回最佳狀態，重拾球場上的信心。 　 　 █　堅守信念，發揮百分百實力 　 對現在的江宏傑來說，歷經多次比賽的考驗，「主要的重點會放在研究對手，了解錯誤後再重新出發」江宏傑與我們分享著，可以看出他已經很懂得調適心情，思想比起以前已成熟許多。 　 █　瞄準臺北世大運金牌　為全民爭榮耀 　 確定 2017 將出戰世大運的江宏傑，對於本次主場在臺北感到相當高興，在他印象中，臺北的運動風氣很不錯，有許多運動場地和空間可以讓民眾運用，自己先前曾經在小巨蛋參加全國運動會，是個很棒的場地，不過，當時因比賽的關係，沒有多餘時間再去體驗其他設施和臺北的美食，這一點比較可惜。 　  由於很多國家都會來參加世大運，除了希望國際能再多認識臺灣之外，江宏傑對自己也有很大的期許，那就是將男子團體賽金牌留在臺灣，最好連單打和雙打的份也一起，他表示：「站在台上拿獎牌，看著中華民國會旗在賽場內飄揚，那種感覺已經不是自己的榮譽，而是對臺灣的驕傲。」 　 -- 　 江宏傑小檔案 　 年齡：27 歲（ 1989 年 2 月 22 日 ） 項目：桌球 特殊戰績： ．2007～2009 年 全國桌球錦標賽 男單金牌 ．2009 年 貝爾格勒世大運 男單、混雙金牌 ．2013 年 世界盃桌球經典賽 男子團體銀牌 ．2013 年 俄羅斯喀山世大運賽 男子雙打金牌 ．2016 年 全大運桌球公開男子組個人雙打賽 金牌 　 -- 　 道歉啟事：前篇貼文，由於整體製作的疏忽，造成了大家的困擾，在此特別更正，並致上真誠的歉意。未來製作上我們會更小心謹慎，謝謝大家的回應，讓我們看見了我們改進的方向！ 　 -- 　 #臺灣英雄系列,桌球,運動,Table Tennis,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/17458355_755287627980177_7146501693466708210_n.jpg?oh=9f605a832630bffcda2c0636bff0a301&oe=59EB38AC,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/17458355_755287627980177_7146501693466708210_n.jpg?oh=70e4012ec037e70248fb6ebabc189c7f&oe=59F95F53,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/755287627980177/?type=3,facebook.com,2017-03-28T08:13:44+0000,1490688824,2017/3/28 10:13,800,6,821,25,852,6,6,0,0,0,794,17,0,3,0,0,0,2017/3/28,2017,3,28,,,
photo,post_page_157215971120682,157215971120682_753393581502915,https://www.facebook.com/157215971120682/posts/753393581502915,【 臺灣網壇新秀－謝淑映！擊敗挫折不退縮，積極面對每場挑戰！】 　 小時候謝淑映總是跟在哥哥姐姐的身後，嬌小的身影穿梭於臺灣大大小小的球場，揮著快比自己還高的網球拍，如今那個小女孩也已經能獨當一面了，還在多個國內外比賽取得不錯的成績，努力的練習在她的肌膚上也留下黝黑的痕跡，現在正在夏威夷進修的謝淑映十分關心明年臺北作為東道主所舉辦的世大運，她謙虛的表示去年能在光州世大運取得好成績，都是因為隊友團結一致應戰的成果，當時因為手傷而未能百分之百發揮水準，明年她若能參與盛會，一定會把狀態調整到最好，為臺灣留下一面金牌。 　 　 █　只有網球，從未考慮第二條路 　 來自網球世家，身為家中小妹的謝淑映，最後自然而然的走上同一條路，對她來說，家人總是最貼心卻又是最嚴苛的教練，比起一昧的鼓舞，爸爸和姊姊總是會一針見血的指正她的錯誤，旁人看來可能吃不消，但是樂觀開朗的謝淑映不這麼想，她覺得這就是一切進步的根源，有要求，才有進步。「打網球對我來說就像呼吸一樣自然，是我人生的一大部份」，正因如此，謝淑映從未考慮過網球以外的路，「沒有網球陪伴，我想我會失去很多樂趣和體驗」。 　  　 █　姊姊信念的影響，堅定網球的路 　 姊姊謝淑薇近幾年的成績斐然，總使人下意識同情起妹妹的壓力，但是謝淑映反倒認為謝淑薇不管在網球領域還是心靈上，都是她最好的導師。有著這樣強力的靠山，讓謝淑映知道她可以好好做自己也許就是一直抱持正向積極的態度，謝淑映才能克服 2 年前在澳洲比賽時滑倒所造成的手腕傷勢。 　 　 █　家人鼓勵，谷底再起 　 回想自己的傷勢，謝淑映感慨的說：「滑倒時我就知道糟糕了，之後醫生更是殘酷的直接說，就算是修復針也救不了我」，那段時間除了傷口的疼痛，心裡更是背負著壓力，擔心開刀帶來的後遺症，更害怕再也回不了球場，「這也是我目前為止遇到最大的挫折」謝淑映說，「當時我一握球拍手就隱隱作痛，如果不是周圍的家人朋友不斷鼓勵我，可能我就已經把球拍放下了。」爸爸在這段時間的鼓勵對謝淑映而言尤其重要，他用以前他身為運動員的經驗告訴謝淑映不論如何都不能放棄，在家人的支持下，謝淑映後來決定到夏威夷進修，除了積極養傷之外，亦持續參加美國大學的網球比賽，經過這段受傷帶來的試煉，謝淑映日後在面對每一場比賽，都不再像以往感到脆弱又多慮，反而心胸更開闊願意放手一搏，積極面對每一球帶來的快感和考驗。 　 　　 █　搖旗吶喊帶來的拼鬥能量 　 相較於其他團隊類型的運動，網球訓練相對較為孤單，和其他選手並沒有太多互動的機會，因此參加世大運對謝淑映來說是很特別的經驗。2015光州世大運謝淑映與隊友張凱貞、李亞軒、許絜瑜合力拿下女子團體金牌，為臺灣披戰袍奮戰的過程讓她直呼過癮，世大運賽程期間，每天與隊友一起加油吶喊，鼓勵打氣，氛圍與單打獨鬥的職業賽事非常不同。 　 明年將在自己的家鄉參加世大運，謝淑映對於網球項目能否取得好成績，顯得自信滿滿，她說：「金牌一定沒有問題，在自己的主場上比賽，我相信氣勢會更不同，如果我明年能夠代表地主出賽，一定會盡自己所能取得好成績。」 　 長年征戰在外，謝淑映最感到安心與熟悉的地方還是臺灣，小時候曾在臺北受訓過一段時間，她回憶起那段過程，笑說：「還記得當時我在臺北市的一個國小參加網球訓練營，我每天最期待的，就是休息時間和其他小朋友一起彎腰穿過一個小拱門，溜到外面的雜貨店買零食吃，在努力用心訓練流汗後所品嚐的餅乾最好吃了！」 　 　 每一球都積極面對，期望有一天能成為臺灣代表性的網球選手。 　  -- 　　 謝淑映小檔案 　 年齡：23 歲（ 1993 年 7 月 23 日 ） 特殊戰績： ．2014 佛羅里達女網賽 女雙金牌 ．2014 全大運公開混合組 金牌 ．2014 台北海碩國際女子網球挑戰賽 雙打四強 　 --  　 #臺灣英雄系列,網球,運動,Tennis,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/17522650_753393581502915_6046868193647413164_n.jpg?oh=940e8d67de271f6fedef01d3103488ce&oe=5A32E483,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/17522650_753393581502915_6046868193647413164_n.jpg?oh=dd7124adb4192f02aa04ea3e344bd3f2&oe=59F1F17C,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/753393581502915/?type=3,facebook.com,2017-03-25T12:30:00+0000,1490445000,2017/3/25 13:30,452,2,456,8,466,2,2,0,1,0,449,3,0,1,0,0,0,2017/3/25,2017,3,25,,,
photo,post_page_157215971120682,157215971120682_747831868725753,https://www.facebook.com/157215971120682/posts/747831868725753,恭喜資穎拿下全英羽球公開賽女子單打項目冠軍 成為台灣史上第一人，  希望資穎一樣能在2017臺北世大運為臺灣留下亮眼成績 大家一起來為資穎加油！,羽球,運動,badminton,https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/17103259_1263820606998457_9121074147501130461_n.jpg?oh=f47914c09cf4a4ffc610d3fd7d938825&oe=59FD8DA7,https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/17103259_1263820606998457_9121074147501130461_n.jpg?oh=9f098ef17907b2f4df2dbfff42ba334b&oe=5A2EE9B2,https://www.facebook.com/164965326883996/photos/a.164965543550641.37186.164965326883996/1263820606998457/?type=3,facebook.com,2017-03-15T05:02:34+0000,1489554154,2017/3/15 06:02,567,3,581,0,584,3,3,0,0,0,565,11,0,3,0,0,0,2017/3/15,2017,3,15,,,
link,post_page_157215971120682,157215971120682_740812579427682,https://www.facebook.com/157215971120682/posts/740812579427682,2017臺北世大運宣傳大使許淑淨獲頒IWF最佳女運動員獎  舉重國手許淑淨 榮獲2015年世界舉重雜誌Jen? Boskovics  公開投票中獲得了最佳女運動員的最高的票數。  國際舉重總會希望透過2017世大運測試賽補頒發此至高榮譽獎項 將於3/4(六) 今日12點於淡江大學紹謨紀念體育館7樓 測試賽開幕典禮舉行儀式  國際舉總阿漾會長授權，與榮譽國際舉總第一副會長 也是體育運動總會會長張朝國先生 共同頒授於舉重之光許淑淨選手  歡迎大家一起來分享榮耀及喜悅  也邀請大家一起來看舉重測試賽喔 https://goo.gl/7lK8r5,舉重,運動,Weightlifting,https://scontent.xx.fbcdn.net/v/t45.1600-4/c24.0.130.130/p130x130/17861119_6074383043876_2132511091358433280_n.png?oh=6ddd83c169c318db6adbced6600b314e&oe=59FC868F,https://scontent.xx.fbcdn.net/v/t45.1600-4/17861119_6074383043876_2132511091358433280_n.png?oh=02aac7cc5f44f5b15635828db138fb67&oe=59EEB2AC,http://www.iwf.net/2016/02/24/best-of-2015-hsu-shu-ching-and-ilya-ilyin/,iwf.net,2017-03-04T02:30:00+0000,1488594600,2017/3/4 03:30,466,4,471,9,484,4,4,0,1,0,463,5,0,0,0,0,0,2017/3/4,2017,3,4,,,
video,post_page_157215971120682,157215971120682_719802518195355,https://www.facebook.com/157215971120682/posts/719802518195355,射箭是需要老鷹一般看穿瞄準器狙擊箭靶的眼神！想知道射箭比賽的複合弓跟反曲弓的差別嗎?讓@熊讚射給你看！,射箭,運動,Archery,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/16327507_719803108195296_3332507572128186368_n.jpg?oh=6b8f18e0e612505b864ff15d2ecfb763&oe=59FF491C,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/16327507_719803108195296_3332507572128186368_n.jpg?oh=5ca5000ba065cc408da813615e6284d8&oe=5A38FBA6,https://www.facebook.com/taipei2017/videos/719802518195355/,facebook.com,2017-03-03T05:14:00+0000,1488518040,2017/3/3 06:14,427,9,440,24,473,9,5,4,3,0,422,8,1,4,0,0,0,2017/3/3,2017,3,3,,,
link,post_page_157215971120682,157215971120682_736951666480440,https://www.facebook.com/157215971120682/posts/736951666480440,世大運棒球邀請賽  中華隊25日將於上午11時出戰天津獅隊 預計派出曾琦先發  曾琦說 天母棒球場的休息區改善很多，感到很放鬆。 雖然下雨但不會因為天氣的因素受到影響，會全力表現到最好！  歡迎大家明天一起進場，給中華隊與曾琦最強力的聲援！,棒球,運動,Baseball,https://scontent.xx.fbcdn.net/v/t39.2147-6/c64.0.130.130/p130x130/16685614_736951563147117_5800666788551196672_n.jpg?oh=298eacc7b4d93eb6db4a8f0cb1f9587a&oe=5A346263,https://scontent.xx.fbcdn.net/v/t39.2147-6/16685614_736951563147117_5800666788551196672_n.jpg?oh=8951c63b9ece86cb5a9b5e71ae60e4b0&oe=5A368DC2,"http://2017.taipei/files/14-1000-3307,r18-1.php",2017.taipei,2017-02-24T13:37:59+0000,1487943479,2017/2/24 14:37,210,2,212,4,218,2,2,0,1,0,208,2,0,0,0,0,0,2017/2/24,2017,2,24,,,
link,post_page_157215971120682,157215971120682_735380853304188,https://www.facebook.com/157215971120682/posts/735380853304188,??2017臺北世大運－棒球邀請賽??  2/24-2/26在天母棒球場開打囉 等不及了 快快來幫中華小將加油??  賽程相關訊息：https://goo.gl/WBQuln,棒球,運動,Baseball,https://external.xx.fbcdn.net/safe_image.php?d=AQDRj1Y9kyeLB1b6&w=130&h=130&url=http%3A%2F%2F2017.taipei%2Fezfiles%2F0%2F1000%2Fpictures%2F590%2Fpart_3251_2743096_33557.jpg&cfs=1&sx=77&sy=0&sw=599&sh=599&_nc_hash=AQBJ7-F9Xv9Y8LEw,https://external.xx.fbcdn.net/safe_image.php?d=AQBq69b5KBZaU91l&url=http%3A%2F%2F2017.taipei%2Fezfiles%2F0%2F1000%2Fpictures%2F590%2Fpart_3251_2743096_33557.jpg&_nc_hash=AQCXkVyP_qr1M8MZ,https://goo.gl/ZMe0Jz,goo.gl,2017-02-22T05:14:00+0000,1487740440,2017/2/22 06:14,234,0,237,7,244,0,0,0,0,0,229,2,1,0,0,0,0,2017/2/22,2017,2,22,,,
video,post_page_157215971120682,157215971120682_719807801528160,https://www.facebook.com/157215971120682/posts/719807801528160,年假期間大家們看的電影中，有沒有武術元素呢?  在競技的武術中，是有怎麼樣的「招式」呢?  熊讚Bravo  打給你看!!  中華民國國武術總會,武術,運動,Wushu,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/16327673_719809211528019_9182679510942744576_n.jpg?oh=a30aea55346adca4460246c2ae707f28&oe=5A2B9129,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/16327673_719809211528019_9182679510942744576_n.jpg?oh=a870e4f074e7b6e2f970b6f08db2074f&oe=5A323993,https://www.facebook.com/taipei2017/videos/719807801528160/,facebook.com,2017-02-03T05:14:00+0000,1486098840,2017/2/3 06:14,355,6,364,66,436,6,6,0,2,0,352,7,0,2,0,0,0,2017/2/3,2017,2,3,,,
photo,post_page_157215971120682,157215971120682_724326144409659,https://www.facebook.com/157215971120682/posts/724326144409659,想與「品勢金牌女團」跆拳道選手李映萱、陳湘婷與陳以瑄 「夜市球王」羽球國手王子維 「韻律體操全能三連霸」宋語涵 來場近距離接觸嗎?  「一起世大運 190倒數」邀請您2月5日蒞臨中華路西門商圈主舞臺 來與選手們一同暢談對於世大運的期待！  詳請請參考活動頁面：https://goo.gl/JyyLmx  TPE TKD Poomsae Female Team 品勢女團 王子維 / Wang Tzu Wei,跆拳道,運動,Taekwondo,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16426139_724326144409659_2735058883874334333_n.jpg?oh=593d276c508229b1f91cd8e7ed8ef5b6&oe=5A358636,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16426139_724326144409659_2735058883874334333_n.jpg?oh=8a47c14a8c63bdde3bffbd7cf11410ae&oe=59FB05C9,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/724326144409659/?type=3,facebook.com,2017-02-02T09:52:36+0000,1486029156,2017/2/2 10:52,193,0,195,19,214,0,0,0,0,0,189,1,0,1,0,0,0,2017/2/2,2017,2,2,,,
photo,post_page_157215971120682,157215971120682_723702081138732,https://www.facebook.com/157215971120682/posts/723702081138732,??美國跆拳道公開賽??  世大運培訓隊品勢項目團體組 獲得了男女團金銀牌及男女配對銅牌 ?共2金2銀1銅好成績??????  ??其中備受矚目的品勢團體女子組李映萱 陳以瑄 陳湘婷 則是不負眾望的獲得金牌  後續賽程還有品勢個人組及對打的比賽 一起為他們加油??  請一起關注小將們： 中華奧運跆拳道培訓隊Chinese Taipei National Taekwondo Team TPE TKD Poomsae Female Team 品勢女團  照片提供：李映瑄,跆拳道,運動,Taekwondo,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16388172_723702081138732_9095049678637074766_n.jpg?oh=bcca322c2cba2b3d67b22326a6fb74f8&oe=59F41FE8,https://scontent.xx.fbcdn.net/v/t1.0-9/16388172_723702081138732_9095049678637074766_n.jpg?oh=9f36ef7b19d8b53b5ebe5bd2d7dcb8ef&oe=59F9A975,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/723702081138732/?type=3,facebook.com,2017-02-01T10:10:55+0000,1485943855,2017/2/1 11:10,509,2,513,7,522,2,2,0,0,0,504,2,1,1,0,0,0,2017/2/1,2017,2,1,,,
link,post_page_157215971120682,157215971120682_722610601247880,https://www.facebook.com/157215971120682/posts/722610601247880,專注穩定 挑戰顛峰 楊俊瀚 全力衝向世大運  賽場上頻頻打破紀錄的楊俊瀚 Hank Yang 在今年1月1日與大家一起渡過了20歲的生日  除了是臺灣男子200公尺全國最快紀錄的保持人 也是許多練短跑小朋友們眼中的偶像喔！  今年8月一起和俊瀚衝過終點線吧！,田徑,運動,Athletics,https://external.xx.fbcdn.net/safe_image.php?d=AQB7NaTxyX3Jzf67&w=130&h=130&url=http%3A%2F%2F2017.taipei%2Fezfiles%2F0%2F1000%2Fpictures%2F33%2Fpart_3144_50671_90950.jpg&cfs=1&sx=0&sy=0&sw=2003&sh=2003&_nc_hash=AQAFOcN1lacbzqYB,https://external.xx.fbcdn.net/safe_image.php?d=AQCwZZC--PVSVtVe&url=http%3A%2F%2F2017.taipei%2Fezfiles%2F0%2F1000%2Fpictures%2F33%2Fpart_3144_50671_90950.jpg&_nc_hash=AQDLZSQ62z2M4wWh,"http://2017.taipei/files/15-1000-3144,c151-1.php",2017.taipei,2017-01-30T05:36:33+0000,1485754593,2017/1/30 06:36,919,7,934,35,976,7,7,0,2,0,916,12,0,3,0,0,0,2017/1/30,2017,1,30,,,
link,post_page_157215971120682,157215971120682_719863214855952,https://www.facebook.com/157215971120682/posts/719863214855952,網球精靈戰勝自己 張凱貞 Kelly Chang  「網球精靈」張凱貞2015年首度參加世大運， 一路過關斬將殺進冠軍戰，以直落二封后， 替台灣拿下睽違16年的網球女單金牌， 同時也幫助女團摘下隊史首金。  知道凱貞是怎麼踏上網球之路的嗎?   想要近距離一睹精靈風采嗎? 台灣網球精靈女孩最近預計在 「WTA Taiwan Open 臺灣公開賽」登場， 臺灣球迷們一起進場為凱貞加油！  我想瞭解凱貞↓↓↓↓↓,網球,運動,Tennis,https://external.xx.fbcdn.net/safe_image.php?d=AQDoREoJ1qd_EyX-&w=130&h=130&url=http%3A%2F%2F2017.taipei%2Fezfiles%2F0%2F1000%2Fimg%2F17%2F816179992.jpeg&cfs=1&sx=0&sy=0&sw=900&sh=900&_nc_hash=AQAJB6zXRBRG78Im,https://external.xx.fbcdn.net/safe_image.php?d=AQCZJ7TkTQFXf8b-&url=http%3A%2F%2F2017.taipei%2Fezfiles%2F0%2F1000%2Fimg%2F17%2F816179992.jpeg&_nc_hash=AQAIsh3nWCNG1g7z,"http://2017.taipei/files/15-1000-2891,c191-1.php",2017.taipei,2017-01-25T07:57:05+0000,1485331025,2017/1/25 08:57,119,0,120,2,122,0,0,0,0,0,117,1,0,0,0,0,0,2017/1/25,2017,1,25,,,
